# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4142776	4143960	+	WP_033114512.1	WP_033114512.1		outer membrane protein assembly factor BamB	bamB	69553521	I6H43_RS19595	1185	394	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4144035	4145531	+					der	69553522	I6H43_RS19600	1497		old_locus_tag=I6H43_19600
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4144035	4145531	+	WP_042033545.1	WP_042033545.1		ribosome biogenesis GTPase Der	der	69553522	I6H43_RS19600	1497	498	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4145656	4145886	+						69553523	I6H43_RS19605	231		old_locus_tag=I6H43_19605
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4145656	4145886	+	WP_042033573.1	WP_042033573.1		zinc ribbon domain-containing protein		69553523	I6H43_RS19605	231	76	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4146247	4147731	-					mltF	69553524	I6H43_RS19610	1485		old_locus_tag=I6H43_19610
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4146247	4147731	-	WP_042033544.1	WP_042033544.1		membrane-bound lytic murein transglycosylase MltF	mltF	69553524	I6H43_RS19610	1485	494	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4147880	4151785	+					purL	69553525	I6H43_RS19615	3906		old_locus_tag=I6H43_19615
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4147880	4151785	+	WP_042033543.1	WP_042033543.1		phosphoribosylformylglycinamidine synthase	purL	69553525	I6H43_RS19615	3906	1301	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4152019	4153482	-					nuoN	69553526	I6H43_RS19620	1464		old_locus_tag=I6H43_19620
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4152019	4153482	-	WP_041207431.1	WP_041207431.1		NADH-quinone oxidoreductase subunit NuoN	nuoN	69553526	I6H43_RS19620	1464	487	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4153479	4155023	-					nuoM	69553527	I6H43_RS19625	1545		old_locus_tag=I6H43_19625
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4153479	4155023	-	WP_041207432.1	WP_041207432.1		NADH-quinone oxidoreductase subunit M	nuoM	69553527	I6H43_RS19625	1545	514	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4155123	4156970	-					nuoL	69553528	I6H43_RS19630	1848		old_locus_tag=I6H43_19630
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4155123	4156970	-	WP_042033542.1	WP_042033542.1		NADH-quinone oxidoreductase subunit L	nuoL	69553528	I6H43_RS19630	1848	615	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4156967	4157275	-					nuoK	69553529	I6H43_RS19635	309		old_locus_tag=I6H43_19635
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4156967	4157275	-	WP_033114519.1	WP_033114519.1		NADH-quinone oxidoreductase subunit NuoK	nuoK	69553529	I6H43_RS19635	309	102	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4157272	4157823	-					nuoJ	69553530	I6H43_RS19640	552		old_locus_tag=I6H43_19640
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4157272	4157823	-	WP_033114520.1	WP_033114520.1		NADH-quinone oxidoreductase subunit J	nuoJ	69553530	I6H43_RS19640	552	183	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4157834	4158376	-					nuoI	69553531	I6H43_RS19645	543		old_locus_tag=I6H43_19645
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4157834	4158376	-	WP_033114521.1	WP_033114521.1		NADH-quinone oxidoreductase subunit NuoI	nuoI	69553531	I6H43_RS19645	543	180	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4158385	4159353	-					nuoH	69553532	I6H43_RS19650	969		old_locus_tag=I6H43_19650
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4158385	4159353	-	WP_042033541.1	WP_042033541.1		NADH-quinone oxidoreductase subunit NuoH	nuoH	69553532	I6H43_RS19650	969	322	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4159350	4162073	-					nuoG	69553533	I6H43_RS19655	2724		old_locus_tag=I6H43_19655
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4159350	4162073	-	WP_042033540.1	WP_042033540.1		NADH-quinone oxidoreductase subunit NuoG	nuoG	69553533	I6H43_RS19655	2724	907	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4162130	4163515	-					nuoF	69553534	I6H43_RS19660	1386		old_locus_tag=I6H43_19660
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4162130	4163515	-	WP_042033539.1	WP_042033539.1		NADH-quinone oxidoreductase subunit NuoF	nuoF	69553534	I6H43_RS19660	1386	461	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4163512	4164054	-					nuoE	69553535	I6H43_RS19665	543		old_locus_tag=I6H43_19665
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4163512	4164054	-	WP_042033538.1	WP_042033538.1		NADH-quinone oxidoreductase subunit NuoE	nuoE	69553535	I6H43_RS19665	543	180	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4164145	4165950	-					nuoC	69553536	I6H43_RS19670	1806		old_locus_tag=I6H43_19670
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4164145	4165950	-	WP_042033536.1	WP_042033536.1		NADH-quinone oxidoreductase subunit C/D	nuoC	69553536	I6H43_RS19670	1806	601	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4165953	4166627	-						69553537	I6H43_RS19675	675		old_locus_tag=I6H43_19675
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4165953	4166627	-	WP_033114527.1	WP_033114527.1		NADH-quinone oxidoreductase subunit B		69553537	I6H43_RS19675	675	224	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4166657	4167061	-						69553538	I6H43_RS19680	405		old_locus_tag=I6H43_19680
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4166657	4167061	-	WP_033114528.1	WP_033114528.1		NADH-quinone oxidoreductase subunit A		69553538	I6H43_RS19680	405	134	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4167425	4168303	-						69553539	I6H43_RS19685	879		old_locus_tag=I6H43_19685
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4167425	4168303	-	WP_033114529.1	WP_033114529.1		flagellar motor protein MotB		69553539	I6H43_RS19685	879	292	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4168278	4169036	-						69553540	I6H43_RS19690	759		old_locus_tag=I6H43_19690
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4168278	4169036	-	WP_033114530.1	WP_033114530.1		flagellar motor protein		69553540	I6H43_RS19690	759	252	
gene	tRNA	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4169267	4169354	-						69553541	I6H43_RS19695	88		old_locus_tag=I6H43_19695
tRNA		GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4169267	4169354	-				tRNA-Ser		69553541	I6H43_RS19695	88		anticodon=GGA
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4169500	4170117	-						69553542	I6H43_RS19700	618		old_locus_tag=I6H43_19700
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4169500	4170117	-	WP_041207438.1	WP_041207438.1		TPM domain-containing protein		69553542	I6H43_RS19700	618	205	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4170139	4170864	-						69553543	I6H43_RS19705	726		old_locus_tag=I6H43_19705
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4170139	4170864	-	WP_042033534.1	WP_042033534.1		TPM domain-containing protein		69553543	I6H43_RS19705	726	241	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4170861	4171466	-						69553544	I6H43_RS19710	606		old_locus_tag=I6H43_19710
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4170861	4171466	-	WP_042033572.1	WP_042033572.1		LemA family protein		69553544	I6H43_RS19710	606	201	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4171511	4172248	-					mepA	69553545	I6H43_RS19715	738		old_locus_tag=I6H43_19715
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4171511	4172248	-	WP_042033532.1	WP_042033532.1		penicillin-insensitive murein endopeptidase	mepA	69553545	I6H43_RS19715	738	245	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4172242	4173123	-						69553546	I6H43_RS19720	882		old_locus_tag=I6H43_19720
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4172242	4173123	-	WP_042033530.1	WP_042033530.1		amino acid ABC transporter permease		69553546	I6H43_RS19720	882	293	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4173123	4173944	-						69553547	I6H43_RS19725	822		old_locus_tag=I6H43_19725
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4173123	4173944	-	WP_042033528.1	WP_042033528.1		transporter substrate-binding domain-containing protein		69553547	I6H43_RS19725	822	273	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4173941	4174744	-						69553548	I6H43_RS19730	804		old_locus_tag=I6H43_19730
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4173941	4174744	-	WP_042033525.1	WP_042033525.1		amino acid ABC transporter permease		69553548	I6H43_RS19730	804	267	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4174737	4175507	-						69553549	I6H43_RS19735	771		old_locus_tag=I6H43_19735
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4174737	4175507	-	WP_042033523.1	WP_042033523.1		amino acid ABC transporter ATP-binding protein		69553549	I6H43_RS19735	771	256	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4175614	4176156	+						69553550	I6H43_RS19740	543		old_locus_tag=I6H43_19740
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4175614	4176156	+	WP_042033520.1	WP_042033520.1		hypothetical protein		69553550	I6H43_RS19740	543	180	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4176406	4176654	+						69553551	I6H43_RS19745	249		old_locus_tag=I6H43_19745
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4176406	4176654	+	WP_033114539.1	WP_033114539.1		RNA-binding protein		69553551	I6H43_RS19745	249	82	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4176725	4177624	-						69553552	I6H43_RS19750	900		old_locus_tag=I6H43_19750
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4176725	4177624	-	WP_042033517.1	WP_042033517.1		aldo/keto reductase family oxidoreductase		69553552	I6H43_RS19750	900	299	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4177749	4178156	+						69553553	I6H43_RS19755	408		old_locus_tag=I6H43_19755
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4177749	4178156	+	WP_042033515.1	WP_042033515.1		transcriptional regulator		69553553	I6H43_RS19755	408	135	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4178244	4178945	+						69553554	I6H43_RS19760	702		old_locus_tag=I6H43_19760
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4178244	4178945	+	WP_042033570.1	WP_042033570.1		SDR family oxidoreductase		69553554	I6H43_RS19760	702	233	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4179058	4180077	+					ltaE	69553555	I6H43_RS19765	1020		old_locus_tag=I6H43_19765
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4179058	4180077	+	WP_082035548.1	WP_082035548.1		low-specificity L-threonine aldolase	ltaE	69553555	I6H43_RS19765	1020	339	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4180173	4180604	-						69553556	I6H43_RS19770	432		old_locus_tag=I6H43_19770
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4180173	4180604	-	WP_033114543.1	WP_033114543.1		PAS domain-containing protein		69553556	I6H43_RS19770	432	143	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4180613	4181635	-						69553557	I6H43_RS19775	1023		old_locus_tag=I6H43_19775
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4180613	4181635	-	WP_042033512.1	WP_042033512.1		response regulator		69553557	I6H43_RS19775	1023	340	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4181691	4182629	-						69553558	I6H43_RS19780	939		old_locus_tag=I6H43_19780
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4181691	4182629	-	WP_033114545.1	WP_033114545.1		LysR family transcriptional regulator		69553558	I6H43_RS19780	939	312	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4183485	4185425	+						69553559	I6H43_RS19785	1941		old_locus_tag=I6H43_19785
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4183485	4185425	+	WP_042033507.1	WP_042033507.1		EAL domain-containing protein		69553559	I6H43_RS19785	1941	646	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4185581	4187146	+						69553560	I6H43_RS19790	1566		old_locus_tag=I6H43_19790
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4185581	4187146	+	WP_042033506.1	WP_042033506.1		AbgT family transporter		69553560	I6H43_RS19790	1566	521	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4187218	4187943	+					nfsA	69553561	I6H43_RS19795	726		old_locus_tag=I6H43_19795
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4187218	4187943	+	WP_042033505.1	WP_042033505.1		oxygen-insensitive NADPH nitroreductase	nfsA	69553561	I6H43_RS19795	726	241	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4188133	4188897	+						69553562	I6H43_RS19800	765		old_locus_tag=I6H43_19800
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4188133	4188897	+	WP_041207454.1	WP_041207454.1		hypothetical protein		69553562	I6H43_RS19800	765	254	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4188891	4189445	+						69553563	I6H43_RS19805	555		old_locus_tag=I6H43_19805
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4188891	4189445	+	WP_042033503.1	WP_042033503.1		VOC family protein		69553563	I6H43_RS19805	555	184	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4189510	4190724	-						69553564	I6H43_RS19810	1215		old_locus_tag=I6H43_19810
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4189510	4190724	-	WP_198493496.1	WP_198493496.1		MFS transporter		69553564	I6H43_RS19810	1215	404	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4190820	4191695	+						69553565	I6H43_RS19815	876		old_locus_tag=I6H43_19815
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4190820	4191695	+	WP_042032300.1	WP_042032300.1		LysR substrate-binding domain-containing protein		69553565	I6H43_RS19815	876	291	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4191772	4192716	+						69553566	I6H43_RS19820	945		old_locus_tag=I6H43_19820
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4191772	4192716	+	WP_042032301.1	WP_042032301.1		LysR substrate-binding domain-containing protein		69553566	I6H43_RS19820	945	314	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4192810	4193403	-					ribA	69553567	I6H43_RS19825	594		old_locus_tag=I6H43_19825
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4192810	4193403	-	WP_033114555.1	WP_033114555.1		GTP cyclohydrolase II	ribA	69553567	I6H43_RS19825	594	197	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4193662	4194354	+					cmk	69553568	I6H43_RS19830	693		old_locus_tag=I6H43_19830
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4193662	4194354	+	WP_041207460.1	WP_041207460.1		(d)CMP kinase	cmk	69553568	I6H43_RS19830	693	230	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4194450	4196120	+					rpsA	69553569	I6H43_RS19835	1671		old_locus_tag=I6H43_19835
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4194450	4196120	+	WP_005299919.1	WP_005299919.1		30S ribosomal protein S1	rpsA	69553569	I6H43_RS19835	1671	556	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4196213	4196497	+					ihfB	69553570	I6H43_RS19840	285		old_locus_tag=I6H43_19840
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4196213	4196497	+	WP_005299934.1	WP_005299934.1		integration host factor subunit beta	ihfB	69553570	I6H43_RS19840	285	94	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4196655	4196939	+						69553571	I6H43_RS19845	285		old_locus_tag=I6H43_19845
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4196655	4196939	+	WP_041207461.1	WP_041207461.1		lipopolysaccharide assembly protein LapA domain-containing protein		69553571	I6H43_RS19845	285	94	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4196949	4198115	+					lapB	69553572	I6H43_RS19850	1167		old_locus_tag=I6H43_19850
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4196949	4198115	+	WP_042032302.1	WP_042032302.1		lipopolysaccharide assembly protein LapB	lapB	69553572	I6H43_RS19850	1167	388	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4198134	4198835	+					pyrF	69553573	I6H43_RS19855	702		old_locus_tag=I6H43_19855
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4198134	4198835	+	WP_033114559.1	WP_033114559.1		orotidine-5'-phosphate decarboxylase	pyrF	69553573	I6H43_RS19855	702	233	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4198810	4199403	-					rrtA	69553574	I6H43_RS19860	594		old_locus_tag=I6H43_19860
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4198810	4199403	-	WP_082035497.1	WP_082035497.1		rhombosortase	rrtA	69553574	I6H43_RS19860	594	197	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4199402	4200025	+						69553575	I6H43_RS19865	624		old_locus_tag=I6H43_19865
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4199402	4200025	+	WP_042032304.1	WP_042032304.1		DTW domain-containing protein		69553575	I6H43_RS19865	624	207	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4200046	4200753	+					queC	69553576	I6H43_RS19870	708		old_locus_tag=I6H43_19870
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4200046	4200753	+	WP_042032305.1	WP_042032305.1		7-cyano-7-deazaguanine synthase QueC	queC	69553576	I6H43_RS19870	708	235	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4200815	4201486	+					queE	69553577	I6H43_RS19875	672		old_locus_tag=I6H43_19875
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4200815	4201486	+	WP_042032394.1	WP_042032394.1		7-carboxy-7-deazaguanine synthase QueE	queE	69553577	I6H43_RS19875	672	223	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4201488	4201718	+						69553578	I6H43_RS19880	231		old_locus_tag=I6H43_19880
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4201488	4201718	+	WP_033114563.1	WP_033114563.1		DUF3820 family protein		69553578	I6H43_RS19880	231	76	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4201715	4202278	+						69553579	I6H43_RS19885	564		old_locus_tag=I6H43_19885
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4201715	4202278	+	WP_042032306.1	WP_042032306.1		cob(I)yrinic acid a,c-diamide adenosyltransferase		69553579	I6H43_RS19885	564	187	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4202347	4202751	-						69553580	I6H43_RS19890	405		old_locus_tag=I6H43_19890
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4202347	4202751	-	WP_042032307.1	WP_042032307.1		H-NS histone family protein		69553580	I6H43_RS19890	405	134	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4203314	4204894	+						69553581	I6H43_RS19895	1581		old_locus_tag=I6H43_19895
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4203314	4204894	+	WP_042032308.1	WP_042032308.1		Na+/H+ antiporter NhaC family protein		69553581	I6H43_RS19895	1581	526	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4204986	4205567	+						69553582	I6H43_RS19900	582		old_locus_tag=I6H43_19900
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4204986	4205567	+	WP_041207468.1	WP_041207468.1		thymidine kinase		69553582	I6H43_RS19900	582	193	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4205635	4206972	-						69553583	I6H43_RS19905	1338		old_locus_tag=I6H43_19905
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4205635	4206972	-	WP_042032309.1	WP_042032309.1		flavohemoglobin expression-modulating QEGLA motif protein		69553583	I6H43_RS19905	1338	445	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4207161	4207586	+						69553584	I6H43_RS19910	426		old_locus_tag=I6H43_19910
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4207161	4207586	+	WP_033114573.1	WP_033114573.1		YbjN domain-containing protein		69553584	I6H43_RS19910	426	141	
gene	tRNA	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4207721	4207808	+						69553585	I6H43_RS19915	88		old_locus_tag=I6H43_19915
tRNA		GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4207721	4207808	+				tRNA-Ser		69553585	I6H43_RS19915	88		anticodon=GGA
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4207893	4208669	-						69553586	I6H43_RS19920	777		old_locus_tag=I6H43_19920
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4207893	4208669	-	WP_042032310.1	WP_042032310.1		membrane protein		69553586	I6H43_RS19920	777	258	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4208999	4210615	+						69553587	I6H43_RS19925	1617		old_locus_tag=I6H43_19925
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4208999	4210615	+	WP_042032311.1	WP_042032311.1		MCR-3-related phosphoethanolamine--lipid A transferase		69553587	I6H43_RS19925	1617	538	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4210752	4211132	+						69553588	I6H43_RS19930	381		old_locus_tag=I6H43_19930
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4210752	4211132	+	WP_033115157.1	WP_033115157.1		diacylglycerol kinase		69553588	I6H43_RS19930	381	126	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4211210	4211914	-						69553589	I6H43_RS19935	705		old_locus_tag=I6H43_19935
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4211210	4211914	-	WP_042032312.1	WP_042032312.1		virulence factor		69553589	I6H43_RS19935	705	234	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4211926	4214478	-					mprF	69553590	I6H43_RS19940	2553		old_locus_tag=I6H43_19940
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4211926	4214478	-	WP_042032313.1	WP_042032313.1		bifunctional lysylphosphatidylglycerol flippase/synthetase MprF	mprF	69553590	I6H43_RS19940	2553	850	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4214768	4214947	-						69553591	I6H43_RS19945	180		old_locus_tag=I6H43_19945
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4214768	4214947	-	WP_033115160.1	WP_033115160.1		hypothetical protein		69553591	I6H43_RS19945	180	59	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4215002	4216327	-					rstB	69553592	I6H43_RS19950	1326		old_locus_tag=I6H43_19950
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	4215002	4216327	-	WP_042032314.1	WP_042032314.1		two-component system sensor histidine kinase RstB	rstB	69553592	I6H43_RS19950	1326	441	
