# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4125207	4125692	+					rraA		KYK33_RS19000	486		old_locus_tag=KYK33_19010
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4125207	4125692	+	WP_224431515.1	WP_224431515.1		ribonuclease E activity regulator RraA	rraA		KYK33_RS19000	486	161	
gene	pseudogene	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4125814	4125969	+							KYK33_RS19005	156		partial;pseudo;old_locus_tag=KYK33_19015
CDS	without_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4125814	4125969	+				hypothetical protein			KYK33_RS19005	156		partial;pseudo
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4126018	4126692	-							KYK33_RS19010	675		old_locus_tag=KYK33_19020
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4126018	4126692	-	WP_224431516.1	WP_224431516.1		7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter			KYK33_RS19010	675	224	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4126797	4127090	-							KYK33_RS19015	294		old_locus_tag=KYK33_19025
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4126797	4127090	-	WP_224431517.1	WP_224431517.1		DUF3630 family protein			KYK33_RS19015	294	97	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4127146	4128573	-							KYK33_RS19020	1428		old_locus_tag=KYK33_19030
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4127146	4128573	-	WP_224431518.1	WP_224431518.1		YdiU family protein			KYK33_RS19020	1428	475	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4128679	4128981	+							KYK33_RS19025	303		old_locus_tag=KYK33_19035
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4128679	4128981	+	WP_042042549.1	WP_042042549.1		cytochrome c			KYK33_RS19025	303	100	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4129155	4130990	-					recQ		KYK33_RS19030	1836		old_locus_tag=KYK33_19040
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4129155	4130990	-	WP_224431519.1	WP_224431519.1		ATP-dependent DNA helicase RecQ	recQ		KYK33_RS19030	1836	611	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4131115	4131579	+							KYK33_RS19035	465		old_locus_tag=KYK33_19045
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4131115	4131579	+	WP_224431520.1	WP_224431520.1		thioesterase family protein			KYK33_RS19035	465	154	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4131700	4132227	+							KYK33_RS19040	528		old_locus_tag=KYK33_19050
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4131700	4132227	+	WP_224431521.1	WP_224431521.1		hypothetical protein			KYK33_RS19040	528	175	
gene	tRNA	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4132485	4132561	-							KYK33_RS19045	77		old_locus_tag=KYK33_19055
tRNA		GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4132485	4132561	-				tRNA-Pro			KYK33_RS19045	77		anticodon=CGG
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4132733	4133440	-							KYK33_RS19050	708		old_locus_tag=KYK33_19060
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4132733	4133440	-	WP_224431522.1	WP_224431522.1		MOSC domain-containing protein			KYK33_RS19050	708	235	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4133484	4134326	-							KYK33_RS19055	843		old_locus_tag=KYK33_19065
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4133484	4134326	-	WP_042042543.1	WP_042042543.1		ABC transporter permease subunit			KYK33_RS19055	843	280	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4134323	4135228	-							KYK33_RS19060	906		old_locus_tag=KYK33_19070
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4134323	4135228	-	WP_042042541.1	WP_042042541.1		ABC transporter permease subunit			KYK33_RS19060	906	301	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4135225	4136379	-					potA		KYK33_RS19065	1155		old_locus_tag=KYK33_19075
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4135225	4136379	-	WP_042042539.1	WP_042042539.1		polyamine ABC transporter ATP-binding protein	potA		KYK33_RS19065	1155	384	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4136458	4137519	-							KYK33_RS19070	1062		old_locus_tag=KYK33_19080
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4136458	4137519	-	WP_224433058.1	WP_224433058.1		polyamine ABC transporter substrate-binding protein			KYK33_RS19070	1062	353	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4137655	4138734	-							KYK33_RS19075	1080		old_locus_tag=KYK33_19085
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4137655	4138734	-	WP_224433059.1	WP_224433059.1		extracellular solute-binding protein			KYK33_RS19075	1080	359	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4138806	4140164	-							KYK33_RS19080	1359		old_locus_tag=KYK33_19090
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4138806	4140164	-	WP_042042534.1	WP_042042534.1		aspartate aminotransferase family protein			KYK33_RS19080	1359	452	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4140229	4141560	-							KYK33_RS19085	1332		old_locus_tag=KYK33_19095
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4140229	4141560	-	WP_224431523.1	WP_224431523.1		glutamine synthetase family protein			KYK33_RS19085	1332	443	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4142025	4142411	+							KYK33_RS19090	387		old_locus_tag=KYK33_19100
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4142025	4142411	+	WP_005890616.1	WP_005890616.1		TraR/DksA C4-type zinc finger protein			KYK33_RS19090	387	128	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4142588	4143451	+							KYK33_RS19095	864		old_locus_tag=KYK33_19105
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4142588	4143451	+	WP_224431524.1	WP_224431524.1		hypothetical protein			KYK33_RS19095	864	287	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4143495	4143956	+							KYK33_RS19100	462		old_locus_tag=KYK33_19110
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4143495	4143956	+	WP_224431525.1	WP_224431525.1		CreA family protein			KYK33_RS19100	462	153	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4144022	4144702	+							KYK33_RS19105	681		old_locus_tag=KYK33_19115
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4144022	4144702	+	WP_224431526.1	WP_224431526.1		SDR family oxidoreductase			KYK33_RS19105	681	226	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4144868	4145860	+							KYK33_RS19110	993		old_locus_tag=KYK33_19120
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4144868	4145860	+	WP_224431527.1	WP_224431527.1		2-hydroxyacid dehydrogenase			KYK33_RS19110	993	330	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4146078	4147439	+					yegD		KYK33_RS19115	1362		old_locus_tag=KYK33_19125
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4146078	4147439	+	WP_224431528.1	WP_224431528.1		molecular chaperone	yegD		KYK33_RS19115	1362	453	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4147667	4148086	+							KYK33_RS19120	420		old_locus_tag=KYK33_19130
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4147667	4148086	+	WP_224431529.1	WP_224431529.1		META domain-containing protein			KYK33_RS19120	420	139	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4148326	4149156	+							KYK33_RS19125	831		old_locus_tag=KYK33_19135
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4148326	4149156	+	WP_042042526.1	WP_042042526.1		HDOD domain-containing protein			KYK33_RS19125	831	276	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4149161	4150996	+					malZ		KYK33_RS19130	1836		old_locus_tag=KYK33_19140
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4149161	4150996	+	WP_224431530.1	WP_224431530.1		maltodextrin glucosidase	malZ		KYK33_RS19130	1836	611	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4151082	4151711	-							KYK33_RS19135	630		old_locus_tag=KYK33_19145
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4151082	4151711	-	WP_224431531.1	WP_224431531.1		ATP--cob(I)alamin adenosyltransferase			KYK33_RS19135	630	209	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4151971	4153131	-							KYK33_RS19140	1161		old_locus_tag=KYK33_19150
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4151971	4153131	-	WP_224433060.1	WP_224433060.1		DUF5610 domain-containing protein			KYK33_RS19140	1161	386	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4153448	4154554	+					trmA		KYK33_RS19145	1107		old_locus_tag=KYK33_19155
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4153448	4154554	+	WP_224431532.1	WP_224431532.1		tRNA (uridine(54)-C5)-methyltransferase TrmA	trmA		KYK33_RS19145	1107	368	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4154707	4155414	+					rstA		KYK33_RS19150	708		old_locus_tag=KYK33_19160
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4154707	4155414	+	WP_224433061.1	WP_224433061.1		two-component system response regulator RstA	rstA		KYK33_RS19150	708	235	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4155523	4156848	+					rstB		KYK33_RS19155	1326		old_locus_tag=KYK33_19165
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4155523	4156848	+	WP_224431533.1	WP_224431533.1		two-component system sensor histidine kinase RstB	rstB		KYK33_RS19155	1326	441	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4156903	4157097	+							KYK33_RS19160	195		old_locus_tag=KYK33_19170
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4156903	4157097	+	WP_224431534.1	WP_224431534.1		hypothetical protein			KYK33_RS19160	195	64	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4157181	4158425	-							KYK33_RS19165	1245		old_locus_tag=KYK33_19175
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4157181	4158425	-	WP_224431535.1	WP_224431535.1		malate dehydrogenase			KYK33_RS19165	1245	414	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4158608	4160041	-							KYK33_RS19170	1434		old_locus_tag=KYK33_19180
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4158608	4160041	-	WP_224431536.1	WP_224431536.1		SDR family oxidoreductase			KYK33_RS19170	1434	477	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4160190	4160405	-					rpmE		KYK33_RS19175	216		old_locus_tag=KYK33_19185
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4160190	4160405	-	WP_042042518.1	WP_042042518.1		50S ribosomal protein L31	rpmE		KYK33_RS19175	216	71	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4160553	4162760	+					priA		KYK33_RS19180	2208		old_locus_tag=KYK33_19190
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4160553	4162760	+	WP_224431537.1	WP_224431537.1		primosomal protein N'	priA		KYK33_RS19180	2208	735	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4162969	4165116	+					ovoA		KYK33_RS19185	2148		old_locus_tag=KYK33_19195
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4162969	4165116	+	WP_224431538.1	WP_224431538.1		5-histidylcysteine sulfoxide synthase	ovoA		KYK33_RS19185	2148	715	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4165178	4166158	-							KYK33_RS19190	981		old_locus_tag=KYK33_19200
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4165178	4166158	-	WP_224431539.1	WP_224431539.1		bile acid:sodium symporter			KYK33_RS19190	981	326	
gene	rRNA	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4166343	4166457	-					rrf		KYK33_RS19195	115		old_locus_tag=KYK33_19205
rRNA		GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4166343	4166457	-				5S ribosomal RNA	rrf		KYK33_RS19195	115		
gene	tRNA	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4166484	4166559	-							KYK33_RS19200	76		old_locus_tag=KYK33_19210
tRNA		GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4166484	4166559	-				tRNA-Thr			KYK33_RS19200	76		anticodon=GGT
gene	rRNA	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4166665	4166779	-					rrf		KYK33_RS19205	115		old_locus_tag=KYK33_19215
rRNA		GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4166665	4166779	-				5S ribosomal RNA	rrf		KYK33_RS19205	115		
gene	rRNA	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4166902	4169791	-							KYK33_RS19210	2890		old_locus_tag=KYK33_19220
rRNA		GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4166902	4169791	-				23S ribosomal RNA			KYK33_RS19210	2890		
gene	tRNA	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4170030	4170105	-							KYK33_RS19215	76		old_locus_tag=KYK33_19225
tRNA		GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4170030	4170105	-				tRNA-Glu			KYK33_RS19215	76		anticodon=TTC
gene	rRNA	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4170314	4171858	-							KYK33_RS19220	1545		old_locus_tag=KYK33_19230
rRNA		GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4170314	4171858	-				16S ribosomal RNA			KYK33_RS19220	1545		
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4172336	4172875	+							KYK33_RS19225	540		old_locus_tag=KYK33_19235
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4172336	4172875	+	WP_224431540.1	WP_224431540.1		gamma carbonic anhydrase family protein			KYK33_RS19225	540	179	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4172966	4175716	-					polA		KYK33_RS19230	2751		old_locus_tag=KYK33_19240
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4172966	4175716	-	WP_224431541.1	WP_224431541.1		DNA polymerase I	polA		KYK33_RS19230	2751	916	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4176119	4176772	+					elbB		KYK33_RS19235	654		old_locus_tag=KYK33_19245
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4176119	4176772	+	WP_042042725.1	WP_042042725.1		isoprenoid biosynthesis glyoxalase ElbB	elbB		KYK33_RS19235	654	217	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4176899	4177108	-					zapB		KYK33_RS19240	210		old_locus_tag=KYK33_19250
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4176899	4177108	-	WP_042042726.1	WP_042042726.1		cell division protein ZapB	zapB		KYK33_RS19240	210	69	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4177278	4178558	-							KYK33_RS19245	1281		old_locus_tag=KYK33_19255
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4177278	4178558	-	WP_224431542.1	WP_224431542.1		hypothetical protein			KYK33_RS19245	1281	426	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4178579	4179358	-					cysE		KYK33_RS19250	780		old_locus_tag=KYK33_19260
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4178579	4179358	-	WP_042042730.1	WP_042042730.1		serine O-acetyltransferase	cysE		KYK33_RS19250	780	259	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4179367	4180278	-							KYK33_RS19255	912		old_locus_tag=KYK33_19265
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4179367	4180278	-	WP_042042732.1	WP_042042732.1		cation diffusion facilitator family transporter			KYK33_RS19255	912	303	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4180366	4181058	+							KYK33_RS19260	693		old_locus_tag=KYK33_19270
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4180366	4181058	+	WP_042042734.1	WP_042042734.1		response regulator			KYK33_RS19260	693	230	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4181055	4182407	+							KYK33_RS19265	1353		old_locus_tag=KYK33_19275
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4181055	4182407	+	WP_042042735.1	WP_042042735.1		HAMP domain-containing protein			KYK33_RS19265	1353	450	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4182475	4182939	+					trmL		KYK33_RS19270	465		old_locus_tag=KYK33_19280
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4182475	4182939	+	WP_042042736.1	WP_042042736.1		tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	trmL		KYK33_RS19270	465	154	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4183032	4184390	-					dinF		KYK33_RS19275	1359		old_locus_tag=KYK33_19285
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4183032	4184390	-	WP_224431543.1	WP_224431543.1		MATE family efflux transporter DinF	dinF		KYK33_RS19275	1359	452	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4184395	4185021	-							KYK33_RS19280	627		old_locus_tag=KYK33_19290
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4184395	4185021	-	WP_224431544.1	WP_224431544.1		SCO family protein			KYK33_RS19280	627	208	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4185014	4185910	-					cyoE		KYK33_RS19285	897		old_locus_tag=KYK33_19295
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4185014	4185910	-	WP_042042739.1	WP_042042739.1		heme o synthase	cyoE		KYK33_RS19285	897	298	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4185912	4186898	-							KYK33_RS19290	987		old_locus_tag=KYK33_19300
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4185912	4186898	-	WP_224431545.1	WP_224431545.1		COX15/CtaA family protein			KYK33_RS19290	987	328	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4186939	4187409	-							KYK33_RS19295	471		old_locus_tag=KYK33_19305
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4186939	4187409	-	WP_224431546.1	WP_224431546.1		hypothetical protein			KYK33_RS19295	471	156	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4187406	4188107	-							KYK33_RS19300	702		old_locus_tag=KYK33_19310
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4187406	4188107	-	WP_224431547.1	WP_224431547.1		SURF1 family protein			KYK33_RS19300	702	233	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4188180	4188386	+							KYK33_RS19305	207		old_locus_tag=KYK33_19315
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4188180	4188386	+	WP_224431548.1	WP_224431548.1		DUF2909 family protein			KYK33_RS19305	207	68	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4188394	4189251	-							KYK33_RS19310	858		old_locus_tag=KYK33_19320
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4188394	4189251	-	WP_224431549.1	WP_224431549.1		cytochrome c oxidase subunit 3			KYK33_RS19310	858	285	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4189298	4189834	-							KYK33_RS19315	537		old_locus_tag=KYK33_19325
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4189298	4189834	-	WP_224431550.1	WP_224431550.1		cytochrome c oxidase assembly protein			KYK33_RS19315	537	178	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4189836	4191419	-					ctaD		KYK33_RS19320	1584		old_locus_tag=KYK33_19330
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4189836	4191419	-	WP_224431551.1	WP_224431551.1		cytochrome c oxidase subunit I	ctaD		KYK33_RS19320	1584	527	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4191431	4192570	-					coxB		KYK33_RS19325	1140		old_locus_tag=KYK33_19335
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4191431	4192570	-	WP_224431552.1	WP_224431552.1		cytochrome c oxidase subunit II	coxB		KYK33_RS19325	1140	379	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4192741	4193370	-					lexA		KYK33_RS19330	630		old_locus_tag=KYK33_19340
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4192741	4193370	-	WP_042042748.1	WP_042042748.1		transcriptional repressor LexA	lexA		KYK33_RS19330	630	209	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4193574	4195994	+					plsB		KYK33_RS19335	2421		old_locus_tag=KYK33_19345
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4193574	4195994	+	WP_224431553.1	WP_224431553.1		glycerol-3-phosphate 1-O-acyltransferase PlsB	plsB		KYK33_RS19335	2421	806	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4196157	4197020	-					ubiA		KYK33_RS19340	864		old_locus_tag=KYK33_19350
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4196157	4197020	-	WP_224431554.1	WP_224431554.1		4-hydroxybenzoate octaprenyltransferase	ubiA		KYK33_RS19340	864	287	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4197117	4197659	-							KYK33_RS19345	543		old_locus_tag=KYK33_19355
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4197117	4197659	-	WP_224431555.1	WP_224431555.1		chorismate lyase			KYK33_RS19345	543	180	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4197743	4198237	+					fliL		KYK33_RS19350	495		old_locus_tag=KYK33_19360
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4197743	4198237	+	WP_224431556.1	WP_224431556.1		flagellar basal body-associated protein FliL	fliL		KYK33_RS19350	495	164	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4198316	4198477	+							KYK33_RS19355	162		old_locus_tag=KYK33_19365
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4198316	4198477	+	WP_157014033.1	WP_157014033.1		hypothetical protein			KYK33_RS19355	162	53	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4198578	4198913	-							KYK33_RS19360	336		old_locus_tag=KYK33_19370
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4198578	4198913	-	WP_224431557.1	WP_224431557.1		DUF2799 domain-containing protein			KYK33_RS19360	336	111	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4199249	4200526	-					waaA		KYK33_RS19365	1278		old_locus_tag=KYK33_19375
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4199249	4200526	-	WP_224431558.1	WP_224431558.1		lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	waaA		KYK33_RS19365	1278	425	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4200528	4201643	-					waaF		KYK33_RS19370	1116		old_locus_tag=KYK33_19380
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4200528	4201643	-	WP_224431559.1	WP_224431559.1		lipopolysaccharide heptosyltransferase II	waaF		KYK33_RS19370	1116	371	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4201640	4202926	-							KYK33_RS19375	1287		old_locus_tag=KYK33_19385
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	4201640	4202926	-	WP_224431560.1	WP_224431560.1		PIG-L family deacetylase			KYK33_RS19375	1287	428	
